user_id,age,gender,hobby,budget,travel_style,destination_city,destination_country,activities,climate,rating
2082,31,Female,Hiking,Low,Couple,Patagonia,Argentina,"Trekking, Glaciers",Cold,4.1
2083,18,Male,Foodie,Low,Couple,Osaka,Japan,"Street Food, Nightlife",Temperate,4.6
2084,34,Male,Wildlife,High,Couple,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,4
2085,28,Female,Beaches,High,Family,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.5
2086,31,Female,Hiking,Low,Solo,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.8
2087,27,Male,Wildlife,High,Group,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,3.6
2088,48,Male,Beaches,Low,Group,Bali,Indonesia,"Surfing, Relaxing",Tropical,2.9
2089,33,Female,Hiking,Low,Solo,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.3
2090,24,Male,History,Medium,Group,Cairo,Egypt,"Pyramids, Museums",Desert,4.4
2091,34,Female,Hiking,Low,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.4
2092,34,Male,Photography,High,Family,Istanbul,Turkey,"Architecture, Markets",Temperate,3.7
2093,34,Male,Beaches,High,Business,Bali,Indonesia,"Surfing, Relaxing",Tropical,2.7
2094,47,Female,Hiking,Medium,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.6
2095,36,Female,Foodie,Medium,Family,Osaka,Japan,"Street Food, Nightlife",Temperate,5
2096,49,Female,Foodie,Medium,Family,Bangkok,Thailand,"Street Food, Markets",Tropical,4.4
2097,55,Non-binary,History,Medium,Couple,Beijing,China,"Great Wall, Palaces",Temperate,4.7
2098,41,Female,Hiking,Medium,Group,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.3
2099,40,Female,History,Low,Solo,Athens,Greece,"Historical Sites, Cultural Tours",Warm,3.8
2100,18,Female,Photography,Medium,Couple,Paris,France,"Landmarks, Museums",Mild,4.5
2101,36,Female,Wildlife,Medium,Solo,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,4.1
2102,34,Male,Beaches,Medium,Solo,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.7
2103,25,Male,Foodie,High,Family,Lyon,France,"Gourmet Dining, Cafes",Mild,3.6
2104,18,Male,Music Festivals,Medium,Solo,Reykjavik,Iceland,"Indie Music, Cultural Festivals",Cold,4
2105,31,Male,Wildlife,Medium,Solo,Nairobi,Kenya,"Safari, Nature Parks",Savannah,4.7
2106,37,Female,Hiking,Medium,Solo,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.3
2107,26,Male,Beaches,High,Business,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.4
2108,29,Male,Wildlife,Medium,Couple,Nairobi,Kenya,"Safari, Nature Parks",Savannah,4.3
2109,41,Male,Wildlife,High,Group,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,4.4
2110,31,Male,Hiking,Medium,Family,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.3
2111,46,Male,Photography,Low,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,4.5
2112,28,Female,Hiking,Medium,Group,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.7
2113,31,Female,Hiking,Low,Business,Patagonia,Argentina,"Trekking, Glaciers",Cold,4
2114,26,Female,Art,Medium,Solo,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4
2115,40,Female,Beaches,High,Group,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.3
2116,48,Female,History,High,Solo,Beijing,China,"Great Wall, Palaces",Temperate,4.2
2117,25,Male,History,Medium,Solo,Athens,Greece,"Historical Sites, Cultural Tours",Warm,3.6
2118,24,Male,Music Festivals,Medium,Family,Reykjavik,Iceland,"Indie Music, Cultural Festivals",Cold,4.4
2119,43,Female,Art,High,Solo,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.1
2120,49,Male,Wildlife,Medium,Couple,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,3.9
2121,37,Male,Hiking,Medium,Solo,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.9
2122,26,Female,Beaches,Medium,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.6
2123,50,Male,Hiking,Medium,Solo,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.2
2124,18,Male,Photography,Medium,Business,Paris,France,"Landmarks, Museums",Mild,3.6
2125,38,Female,History,Medium,Family,Beijing,China,"Great Wall, Palaces",Temperate,4.1
2126,18,Male,Photography,Medium,Solo,Santorini,Greece,"Sunsets, Scenic Views",Warm,4
2127,52,Male,Foodie,Low,Family,Bangkok,Thailand,"Street Food, Markets",Tropical,2.8
2128,32,Female,Wildlife,Low,Group,Nairobi,Kenya,"Safari, Nature Parks",Savannah,3.7
2129,18,Male,Beaches,Medium,Group,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,3.6
2130,45,Male,Music Festivals,Medium,Couple,Austin,USA,"Live Music, Festivals",Warm,4.3
2131,45,Female,Art,Medium,Solo,Florence,Italy,"Art Galleries, Architecture",Mediterranean,3.3
2132,48,Non-binary,Beaches,Medium,Couple,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,3.4
2133,32,Non-binary,Foodie,Medium,Solo,Lyon,France,"Gourmet Dining, Cafes",Mild,3.8
2134,45,Female,Hiking,Low,Group,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.4
2135,43,Male,Beaches,High,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.8
2136,39,Female,Hiking,Medium,Couple,Banff,Canada,"Lake Trails, Snow Hiking",Cold,4.6
2137,40,Male,Wildlife,Medium,Group,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,3.8
2138,42,Female,Beaches,High,Couple,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.3
2139,36,Male,Hiking,Low,Solo,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,3.4
2140,18,Female,Art,Low,Business,Florence,Italy,"Art Galleries, Architecture",Mediterranean,4.6
2141,40,Female,Foodie,Medium,Group,Lyon,France,"Gourmet Dining, Cafes",Mild,3.5
2142,30,Male,Hiking,Low,Group,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,3.9
2143,46,Female,Photography,High,Family,Paris,France,"Landmarks, Museums",Mild,2.8
2144,30,Male,Wildlife,Medium,Couple,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,4.1
2145,42,Male,Hiking,Medium,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.1
2146,20,Female,Wildlife,Medium,Group,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,4
2147,39,Male,Art,Low,Solo,Vienna,Austria,"Classical Art, Museums",Continental,3.4
2148,30,Male,Photography,High,Couple,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.3
2149,28,Male,Photography,Low,Family,Paris,France,"Landmarks, Museums",Mild,3.8
2150,44,Male,Hiking,High,Couple,Banff,Canada,"Lake Trails, Snow Hiking",Cold,3.8
2151,33,Male,History,Medium,Couple,Cairo,Egypt,"Pyramids, Museums",Desert,4.1
2152,33,Female,Art,Medium,Business,New York,USA,"Museums, Street Art",Varied,4.4
2153,32,Female,Art,Low,Solo,Florence,Italy,"Art Galleries, Architecture",Mediterranean,4.2
2154,38,Male,Wildlife,Medium,Solo,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,3.8
2155,48,Male,Beaches,Low,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.4
2156,35,Male,History,Medium,Family,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,4
2157,41,Male,Hiking,Low,Solo,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,2.8
2158,29,Male,Foodie,High,Solo,Bangkok,Thailand,"Street Food, Markets",Tropical,3.9
2159,50,Female,Foodie,Low,Group,Lyon,France,"Gourmet Dining, Cafes",Mild,3.5
2160,31,Non-binary,Beaches,Medium,Business,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.6
2161,51,Female,Beaches,High,Couple,Phuket,Thailand,"Island Hopping, Beaches",Tropical,3.9
2162,37,Male,Art,Medium,Group,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,3.3
2163,47,Male,Photography,Medium,Family,Istanbul,Turkey,"Architecture, Markets",Temperate,4.9
2164,28,Female,Hiking,Medium,Couple,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.7
2165,40,Male,Photography,Medium,Business,Santorini,Greece,"Sunsets, Scenic Views",Warm,4
2166,39,Non-binary,Foodie,Medium,Group,Lyon,France,"Gourmet Dining, Cafes",Mild,4.9
2167,25,Male,Foodie,Medium,Couple,Bangkok,Thailand,"Street Food, Markets",Tropical,4.5
2168,42,Male,Beaches,High,Family,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,3.7
2169,18,Male,Hiking,Medium,Solo,Banff,Canada,"Lake Trails, Snow Hiking",Cold,4.2
2170,35,Male,Wildlife,Medium,Couple,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,3.9
2171,44,Male,Foodie,Medium,Couple,Bangkok,Thailand,"Street Food, Markets",Tropical,4.6
2172,19,Female,Photography,Medium,Couple,Kyoto,Japan,"Temples, Street Photography",Temperate,3
2173,36,Female,Hiking,Medium,Family,Banff,Canada,"Lake Trails, Snow Hiking",Cold,3.8
2174,46,Female,Beaches,Medium,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,2.5
2175,39,Female,Photography,Medium,Solo,Istanbul,Turkey,"Architecture, Markets",Temperate,3.5
2176,45,Male,Art,Low,Solo,New York,USA,"Museums, Street Art",Varied,4.2
2177,34,Female,Music Festivals,Medium,Group,Reykjavik,Iceland,"Indie Music, Cultural Festivals",Cold,3.6
2178,47,Male,Hiking,Medium,Group,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.7
2179,31,Female,Wildlife,Low,Couple,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,4.4
2180,42,Male,Photography,Medium,Couple,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.8
2181,23,Male,Beaches,Medium,Group,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.9
2182,42,Female,Photography,Medium,Group,Paris,France,"Landmarks, Museums",Mild,4.5
2183,39,Female,Art,Medium,Group,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.2
2184,32,Male,Wildlife,Low,Solo,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,4.5
2185,54,Non-binary,Hiking,Medium,Couple,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.9
2186,47,Male,Beaches,Low,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,5
2187,25,Female,Photography,High,Business,Paris,France,"Landmarks, Museums",Mild,4.3
2188,35,Male,Wildlife,High,Group,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,3.1
2189,50,Male,Art,Low,Family,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,3.8
2190,34,Female,History,High,Group,Athens,Greece,"Historical Sites, Cultural Tours",Warm,4.6
2191,33,Female,Hiking,Medium,Group,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,3.6
2192,35,Male,Music Festivals,Low,Couple,Reykjavik,Iceland,"Indie Music, Cultural Festivals",Cold,3
2193,29,Female,Hiking,Medium,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.7
2194,49,Female,Art,Medium,Family,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.5
2195,38,Male,Photography,Medium,Solo,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.2
2196,42,Male,Hiking,Medium,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.3
2197,28,Male,Hiking,Medium,Family,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.1
2198,29,Male,Photography,Low,Couple,Paris,France,"Landmarks, Museums",Mild,3.7
2199,49,Female,Foodie,Low,Solo,Lyon,France,"Gourmet Dining, Cafes",Mild,3.8
2200,35,Female,Art,High,Group,New York,USA,"Museums, Street Art",Varied,3.9
2201,20,Male,History,Low,Solo,Athens,Greece,"Historical Sites, Cultural Tours",Warm,3.5
2202,27,Non-binary,Photography,Medium,Business,Paris,France,"Landmarks, Museums",Mild,3.5
2203,18,Male,History,Low,Group,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,3.8
2204,22,Male,Wildlife,Low,Couple,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,3.8
2205,27,Male,Hiking,High,Couple,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.9
2206,41,Female,Art,Low,Couple,New York,USA,"Museums, Street Art",Varied,4.6
2207,39,Female,Wildlife,Medium,Couple,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,4.2
2208,38,Female,Wildlife,Medium,Solo,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,4.2
2209,18,Male,Wildlife,High,Group,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,4.4
2210,21,Male,Art,Low,Group,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.7
2211,35,Female,Photography,High,Solo,Istanbul,Turkey,"Architecture, Markets",Temperate,5
2212,28,Female,Art,Medium,Solo,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,3.9
2213,47,Male,Photography,Medium,Family,Paris,France,"Landmarks, Museums",Mild,4.2
2214,40,Female,Foodie,Medium,Family,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,3.3
2215,54,Male,Wildlife,Medium,Family,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,4.2
2216,35,Male,Music Festivals,High,Group,Barcelona,Spain,"Beach Parties, Music Events",Mediterranean,3.7
2217,48,Male,Photography,Medium,Couple,Santorini,Greece,"Sunsets, Scenic Views",Warm,3.6
2218,23,Female,Hiking,Medium,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.9
2219,66,Non-binary,Art,High,Solo,Vienna,Austria,"Classical Art, Museums",Continental,3.9
2220,34,Male,Beaches,Low,Solo,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.1
2221,27,Male,Music Festivals,High,Couple,Austin,USA,"Live Music, Festivals",Warm,4.4
2222,36,Male,Hiking,High,Business,Patagonia,Argentina,"Trekking, Glaciers",Cold,4.4
2223,31,Female,Photography,High,Business,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.5
2224,32,Male,Hiking,Low,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4
2225,30,Male,Photography,High,Family,Paris,France,"Landmarks, Museums",Mild,4.3
2226,36,Male,Hiking,Medium,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.8
2227,51,Non-binary,Hiking,Low,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.8
2228,45,Male,Photography,High,Family,Paris,France,"Landmarks, Museums",Mild,4
2229,31,Male,Wildlife,Medium,Solo,Kruger,South Africa,"Big 5 Safari, Game Drives",Savannah,4.1
2230,40,Male,Beaches,Medium,Group,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4
2231,34,Male,Art,Medium,Couple,Florence,Italy,"Art Galleries, Architecture",Mediterranean,3.3
2232,48,Non-binary,Art,Low,Couple,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,2.7
2233,38,Male,Art,High,Couple,New York,USA,"Museums, Street Art",Varied,3.5
2234,22,Male,Hiking,Medium,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.2
2235,48,Female,Beaches,Medium,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,5
2236,30,Male,Art,Medium,Couple,New York,USA,"Museums, Street Art",Varied,4.3
2237,34,Female,Foodie,Medium,Solo,Bangkok,Thailand,"Street Food, Markets",Tropical,3.6
2238,37,Male,Wildlife,Low,Group,Nairobi,Kenya,"Safari, Nature Parks",Savannah,4.2
2239,30,Male,Beaches,High,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,4.5
2240,34,Male,Photography,Medium,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,3.2
2241,38,Male,Art,Medium,Business,New York,USA,"Museums, Street Art",Varied,3.4
2242,27,Female,Art,High,Business,Vienna,Austria,"Classical Art, Museums",Continental,5
2243,31,Male,History,Medium,Group,Beijing,China,"Great Wall, Palaces",Temperate,3.9
2244,37,Female,Art,Medium,Group,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,5
2245,38,Female,Foodie,Low,Couple,Bangkok,Thailand,"Street Food, Markets",Tropical,4.9
2246,45,Male,Art,Medium,Group,Vienna,Austria,"Classical Art, Museums",Continental,4
2247,18,Male,Beaches,Medium,Solo,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.1
2248,28,Female,Art,Medium,Solo,New York,USA,"Museums, Street Art",Varied,4.3
2249,51,Female,Hiking,Medium,Family,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,3.6
2250,47,Male,Art,High,Family,Vienna,Austria,"Classical Art, Museums",Continental,4.3
2251,20,Female,Art,Medium,Family,New York,USA,"Museums, Street Art",Varied,4.1
2252,39,Female,Beaches,Low,Business,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.5
2253,28,Female,Art,Low,Couple,Florence,Italy,"Art Galleries, Architecture",Mediterranean,4.5
2254,55,Male,Photography,Medium,Group,Istanbul,Turkey,"Architecture, Markets",Temperate,4.4
2255,29,Male,Photography,Low,Family,Kyoto,Japan,"Temples, Street Photography",Temperate,4.2
2256,35,Male,History,Medium,Solo,Beijing,China,"Great Wall, Palaces",Temperate,4.5
2257,30,Female,Art,High,Couple,Vienna,Austria,"Classical Art, Museums",Continental,3.5
2258,40,Female,Art,Low,Couple,Florence,Italy,"Art Galleries, Architecture",Mediterranean,3.7
2259,22,Female,Photography,High,Solo,Paris,France,"Landmarks, Museums",Mild,3.8
2260,43,Female,Beaches,Medium,Couple,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.1
2261,33,Male,Hiking,Medium,Couple,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.7
2262,46,Male,Beaches,Medium,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.2
2263,37,Female,Wildlife,High,Group,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,4.6
2264,39,Male,Wildlife,Low,Group,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,5
2265,43,Female,Art,High,Couple,New York,USA,"Museums, Street Art",Varied,3.9
2266,20,Female,Photography,Low,Business,Kyoto,Japan,"Temples, Street Photography",Temperate,2.9
2267,36,Female,Hiking,Medium,Family,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.3
2268,49,Male,Beaches,Medium,Group,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4.4
2269,42,Male,Photography,Medium,Business,Kyoto,Japan,"Temples, Street Photography",Temperate,3.9
2270,34,Female,Hiking,High,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.5
2271,34,Female,Hiking,High,Business,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,3.8
2272,20,Female,Art,Medium,Couple,New York,USA,"Museums, Street Art",Varied,5
2273,34,Male,Photography,Medium,Family,Paris,France,"Landmarks, Museums",Mild,4.4
2274,29,Male,Hiking,Medium,Family,Zermatt,Switzerland,"Mountain Climbing, Skiing",Alpine,4.4
2275,18,Female,Wildlife,Medium,Business,Nairobi,Kenya,"Safari, Nature Parks",Savannah,4.2
2276,38,Male,Hiking,Medium,Couple,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,2.1
2277,18,Male,History,Medium,Couple,Cairo,Egypt,"Pyramids, Museums",Desert,4.1
2278,35,Female,History,Medium,Group,Beijing,China,"Great Wall, Palaces",Temperate,3.4
2279,48,Male,Beaches,Medium,Couple,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4
2280,28,Male,History,Low,Couple,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,4.3
2281,48,Female,Hiking,Medium,Business,Banff,Canada,"Lake Trails, Snow Hiking",Cold,4.2
2282,46,Female,Beaches,Medium,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.8
2283,35,Female,Beaches,Medium,Group,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.6
2284,24,Female,Hiking,Medium,Solo,Patagonia,Argentina,"Trekking, Glaciers",Cold,4.1
2285,25,Male,Foodie,Low,Couple,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,3.9
2286,43,Female,History,Low,Group,Athens,Greece,"Historical Sites, Cultural Tours",Warm,4.4
2287,38,Female,Foodie,Medium,Group,Lyon,France,"Gourmet Dining, Cafes",Mild,3.3
2288,37,Female,History,Low,Family,Athens,Greece,"Historical Sites, Cultural Tours",Warm,4.3
2289,35,Male,Photography,Low,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,3.6
2290,41,Female,Photography,Medium,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,3.5
2291,33,Female,Photography,Medium,Family,Istanbul,Turkey,"Architecture, Markets",Temperate,3.9
2292,37,Male,History,Medium,Couple,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,3.8
2293,45,Male,Music Festivals,High,Couple,Austin,USA,"Live Music, Festivals",Warm,5
2294,24,Female,Photography,Medium,Couple,Kyoto,Japan,"Temples, Street Photography",Temperate,3.9
2295,30,Female,Photography,Medium,Solo,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.5
2296,26,Non-binary,Photography,Low,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,3.8
2297,41,Male,Beaches,Medium,Couple,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,3.1
2298,40,Female,Beaches,Medium,Couple,Phuket,Thailand,"Island Hopping, Beaches",Tropical,4.2
2299,39,Male,Beaches,Medium,Family,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.2
2300,25,Female,History,High,Couple,Rome,Italy,"Ancient Ruins, Museums",Mediterranean,3.1
2301,51,Male,Hiking,Medium,Family,Patagonia,Argentina,"Trekking, Glaciers",Cold,5
2302,48,Female,Hiking,Medium,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,3.7
2303,20,Male,Foodie,Medium,Family,Bangkok,Thailand,"Street Food, Markets",Tropical,4.2
2304,36,Male,Hiking,Medium,Family,Banff,Canada,"Lake Trails, Snow Hiking",Cold,3.8
2305,27,Female,Beaches,Medium,Solo,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,3.6
2306,45,Female,Photography,Medium,Family,Santorini,Greece,"Sunsets, Scenic Views",Warm,4
2307,23,Female,Hiking,Low,Family,Patagonia,Argentina,"Trekking, Glaciers",Cold,4.5
2308,31,Female,Photography,Medium,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,4.3
2309,36,Female,Foodie,Medium,Couple,Osaka,Japan,"Street Food, Nightlife",Temperate,4.4
2310,44,Male,Art,Low,Family,Florence,Italy,"Art Galleries, Architecture",Mediterranean,2.8
2311,24,Male,Music Festivals,Medium,Couple,Barcelona,Spain,"Beach Parties, Music Events",Mediterranean,4.1
2312,34,Female,Art,Medium,Family,Florence,Italy,"Art Galleries, Architecture",Mediterranean,4
2313,23,Male,Photography,Low,Solo,Santorini,Greece,"Sunsets, Scenic Views",Warm,4.4
2314,31,Female,Photography,Low,Family,Paris,France,"Landmarks, Museums",Mild,3.9
2315,40,Male,Photography,High,Couple,Paris,France,"Landmarks, Museums",Mild,3.3
2316,29,Male,Photography,Medium,Couple,Paris,France,"Landmarks, Museums",Mild,3.9
2317,31,Male,History,High,Solo,Cairo,Egypt,"Pyramids, Museums",Desert,3.8
2318,23,Female,Beaches,Medium,Couple,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.7
2319,18,Female,Beaches,Medium,Solo,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,4
2320,45,Female,Beaches,Low,Couple,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.1
2321,39,Female,Beaches,High,Solo,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,3.7
2322,40,Female,Hiking,Low,Family,Nepal,Nepal,"Himalayan Trekking, Nature Exploration",Mountainous,4.5
2323,35,Female,Beaches,Low,Couple,Maldives,Maldives,"Luxury Resorts, Scuba Diving",Tropical,3.7
2324,46,Male,Foodie,Low,Business,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,3.9
2325,25,Female,Wildlife,Medium,Business,Nairobi,Kenya,"Safari, Nature Parks",Savannah,3.5
2326,51,Non-binary,Music Festivals,Medium,Family,Austin,USA,"Live Music, Festivals",Warm,3.7
2327,38,Female,Wildlife,High,Solo,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,3.7
2328,23,Female,Beaches,Low,Couple,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,4.4
2329,18,Female,History,Low,Solo,Beijing,China,"Great Wall, Palaces",Temperate,4.7
2330,38,Female,Photography,Low,Solo,Paris,France,"Landmarks, Museums",Mild,3.3
2331,37,Female,Music Festivals,Medium,Couple,Berlin,Germany,"Electronic Music, Nightlife",Temperate,3.9
2332,40,Female,Beaches,Low,Family,Cancun,Mexico,"Beach Parties, Snorkeling",Tropical,3.7
2333,20,Female,History,High,Solo,Cairo,Egypt,"Pyramids, Museums",Desert,4
2334,26,Male,Hiking,High,Group,Patagonia,Argentina,"Trekking, Glaciers",Cold,3.6
2335,56,Female,Hiking,Medium,Solo,Patagonia,Argentina,"Trekking, Glaciers",Cold,4.3
2336,48,Female,Beaches,Low,Solo,Bali,Indonesia,"Surfing, Relaxing",Tropical,3.8
2337,46,Male,Wildlife,Medium,Couple,Galápagos,Ecuador,"Marine Wildlife, Nature Exploration",Tropical,4.1
2338,32,Male,Art,High,Group,Vienna,Austria,"Classical Art, Museums",Continental,3.8
2339,45,Female,Wildlife,Low,Family,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,3.8
2340,25,Female,Wildlife,Medium,Family,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,4
2341,19,Non-binary,History,Low,Solo,Beijing,China,"Great Wall, Palaces",Temperate,5
2342,43,Male,Art,Low,Couple,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,3.7
2343,42,Non-binary,Hiking,Medium,Solo,Patagonia,Argentina,"Trekking, Glaciers",Cold,4.6
2344,48,Female,Art,Medium,Couple,Amsterdam,Netherlands,"Van Gogh Museum, Art Districts",Mild,4.6
2345,26,Female,Foodie,Low,Solo,Istanbul,Turkey,"Local Cuisine, Bazaar Tours",Temperate,3.7
2346,18,Female,Photography,Medium,Couple,Istanbul,Turkey,"Architecture, Markets",Temperate,4.6
2347,22,Non-binary,History,High,Group,Beijing,China,"Great Wall, Palaces",Temperate,4.7
2348,51,Female,Wildlife,Medium,Group,Nairobi,Kenya,"Safari, Nature Parks",Savannah,2.8
2349,40,Female,Music Festivals,Medium,Family,Berlin,Germany,"Electronic Music, Nightlife",Temperate,4.4
2350,40,Male,Wildlife,High,Couple,Borneo,Malaysia,"Rainforest Tours, Wildlife Watching",Rainforest,3.4
2351,50,Male,Hiking,Medium,Group,Banff,Canada,"Lake Trails, Snow Hiking",Cold,3.4
